CSDUID,CSD,Period,IndicatorSummaryDescription,AQHI,Health Risk,percent_of_hours
4811062,St. Albert,2021,Air Quality (percent high-quality hours),3,High Quality,37.963
4811062,St. Albert,2022,Air Quality (percent high-quality hours),3,High Quality,33.267
4815023,Canmore,2019,Air Quality (percent high-quality hours),3,High Quality,9.838
4815023,Canmore,2020,Air Quality (percent high-quality hours),3,High Quality,31.633
4815023,Canmore,2021,Air Quality (percent high-quality hours),3,High Quality,24.57
4819006,Grande Prairie County No. 1,2011,Air Quality (percent high-quality hours),3,High Quality,34.991
4819006,Grande Prairie County No. 1,2012,Air Quality (percent high-quality hours),3,High Quality,30.592999999999996
4819006,Grande Prairie County No. 1,2013,Air Quality (percent high-quality hours),3,High Quality,30.434
4819006,Grande Prairie County No. 1,2014,Air Quality (percent high-quality hours),3,High Quality,24.625
4819006,Grande Prairie County No. 1,2015,Air Quality (percent high-quality hours),3,High Quality,22.229
4819006,Grande Prairie County No. 1,2016,Air Quality (percent high-quality hours),3,High Quality,20.269000000000002
4819006,Grande Prairie County No. 1,2017,Air Quality (percent high-quality hours),3,High Quality,29.329
4819006,Grande Prairie County No. 1,2018,Air Quality (percent high-quality hours),3,High Quality,27.321
4819006,Grande Prairie County No. 1,2019,Air Quality (percent high-quality hours),3,High Quality,19.128
4819006,Grande Prairie County No. 1,2020,Air Quality (percent high-quality hours),3,High Quality,17.221
4819006,Grande Prairie County No. 1,2021,Air Quality (percent high-quality hours),3,High Quality,20.366
4819006,Grande Prairie County No. 1,2022,Air Quality (percent high-quality hours),3,High Quality,22.363
4812002,Cold Lake,2011,Air Quality (percent high-quality hours),3,High Quality,18.151999999999997
4812002,Cold Lake,2012,Air Quality (percent high-quality hours),3,High Quality,19.367
4812002,Cold Lake,2013,Air Quality (percent high-quality hours),3,High Quality,30.258000000000003
4812002,Cold Lake,2014,Air Quality (percent high-quality hours),3,High Quality,17.208000000000002
4812002,Cold Lake,2015,Air Quality (percent high-quality hours),3,High Quality,15.556000000000001
4812002,Cold Lake,2016,Air Quality (percent high-quality hours),3,High Quality,13.636000000000001
4812002,Cold Lake,2017,Air Quality (percent high-quality hours),3,High Quality,9.168999999999999
4812002,Cold Lake,2018,Air Quality (percent high-quality hours),3,High Quality,14.249
4812002,Cold Lake,2019,Air Quality (percent high-quality hours),3,High Quality,11.003
4812002,Cold Lake,2020,Air Quality (percent high-quality hours),3,High Quality,11.063
4812002,Cold Lake,2021,Air Quality (percent high-quality hours),3,High Quality,16.903000000000002
4812002,Cold Lake,2022,Air Quality (percent high-quality hours),3,High Quality,19.598
4812004,Bonnyville No. 87,2016,Air Quality (percent high-quality hours),3,High Quality,6.895
4812004,Bonnyville No. 87,2017,Air Quality (percent high-quality hours),3,High Quality,21.823999999999998
4812004,Bonnyville No. 87,2018,Air Quality (percent high-quality hours),3,High Quality,7.0040000000000004
4812004,Bonnyville No. 87,2019,Air Quality (percent high-quality hours),3,High Quality,16.067999999999998
4812004,Bonnyville No. 87,2020,Air Quality (percent high-quality hours),3,High Quality,14.161000000000001
4812004,Bonnyville No. 87,2021,Air Quality (percent high-quality hours),3,High Quality,13.746
4812004,Bonnyville No. 87,2022,Air Quality (percent high-quality hours),3,High Quality,13.693
4812014,St. Paul County No. 19,2011,Air Quality (percent high-quality hours),3,High Quality,17.651
4812014,St. Paul County No. 19,2012,Air Quality (percent high-quality hours),3,High Quality,16.052
4812014,St. Paul County No. 19,2013,Air Quality (percent high-quality hours),3,High Quality,28.624
4812014,St. Paul County No. 19,2014,Air Quality (percent high-quality hours),3,High Quality,22.441
4812014,St. Paul County No. 19,2015,Air Quality (percent high-quality hours),3,High Quality,21.297
4812014,St. Paul County No. 19,2016,Air Quality (percent high-quality hours),3,High Quality,11.472999999999999
4812014,St. Paul County No. 19,2017,Air Quality (percent high-quality hours),3,High Quality,11.571
4812014,St. Paul County No. 19,2018,Air Quality (percent high-quality hours),3,High Quality,20.124
4812014,St. Paul County No. 19,2019,Air Quality (percent high-quality hours),3,High Quality,17.157
4812014,St. Paul County No. 19,2020,Air Quality (percent high-quality hours),3,High Quality,15.274
4812014,St. Paul County No. 19,2021,Air Quality (percent high-quality hours),3,High Quality,20.333000000000002
4812014,St. Paul County No. 19,2022,Air Quality (percent high-quality hours),3,High Quality,18.624
4819071,Peace No. 135,2021,Air Quality (percent high-quality hours),3,High Quality,15.642
4819071,Peace No. 135,2022,Air Quality (percent high-quality hours),3,High Quality,16.474
4816037,Wood Buffalo,2011,Air Quality (percent high-quality hours),3,High Quality,13.786000000000001
4816037,Wood Buffalo,2012,Air Quality (percent high-quality hours),3,High Quality,12.997
4816037,Wood Buffalo,2013,Air Quality (percent high-quality hours),3,High Quality,13.419
4816037,Wood Buffalo,2014,Air Quality (percent high-quality hours),3,High Quality,13.492999999999999
4816037,Wood Buffalo,2015,Air Quality (percent high-quality hours),3,High Quality,10.343
4816037,Wood Buffalo,2016,Air Quality (percent high-quality hours),3,High Quality,10.654
4816037,Wood Buffalo,2017,Air Quality (percent high-quality hours),3,High Quality,15.626000000000001
4816037,Wood Buffalo,2018,Air Quality (percent high-quality hours),3,High Quality,18.826
4816037,Wood Buffalo,2019,Air Quality (percent high-quality hours),3,High Quality,18.497
4816037,Wood Buffalo,2020,Air Quality (percent high-quality hours),3,High Quality,12.732
4816037,Wood Buffalo,2021,Air Quality (percent high-quality hours),3,High Quality,13.103000000000002
4816037,Wood Buffalo,2022,Air Quality (percent high-quality hours),3,High Quality,9.989
4810066,Bruderheim,2011,Air Quality (percent high-quality hours),3,High Quality,24.288999999999998
4810066,Bruderheim,2012,Air Quality (percent high-quality hours),3,High Quality,16.173000000000002
4810066,Bruderheim,2013,Air Quality (percent high-quality hours),3,High Quality,34.176
4810066,Bruderheim,2014,Air Quality (percent high-quality hours),3,High Quality,27.981
4810066,Bruderheim,2015,Air Quality (percent high-quality hours),3,High Quality,22.656000000000002
4810066,Bruderheim,2016,Air Quality (percent high-quality hours),3,High Quality,10.004
4810066,Bruderheim,2017,Air Quality (percent high-quality hours),3,High Quality,13.721
4810066,Bruderheim,2018,Air Quality (percent high-quality hours),3,High Quality,23.796
4810066,Bruderheim,2019,Air Quality (percent high-quality hours),3,High Quality,26.099
4810066,Bruderheim,2020,Air Quality (percent high-quality hours),3,High Quality,30.476999999999997
4810066,Bruderheim,2021,Air Quality (percent high-quality hours),3,High Quality,34.625
4810066,Bruderheim,2022,Air Quality (percent high-quality hours),3,High Quality,34.083000000000006
4810068,Improvement District No. 13 Elk Island,2011,Air Quality (percent high-quality hours),3,High Quality,19.567
4810068,Improvement District No. 13 Elk Island,2012,Air Quality (percent high-quality hours),3,High Quality,9.522
4810068,Improvement District No. 13 Elk Island,2013,Air Quality (percent high-quality hours),3,High Quality,20.229
4810068,Improvement District No. 13 Elk Island,2014,Air Quality (percent high-quality hours),3,High Quality,30.006
4810068,Improvement District No. 13 Elk Island,2015,Air Quality (percent high-quality hours),3,High Quality,15.491
4810068,Improvement District No. 13 Elk Island,2016,Air Quality (percent high-quality hours),3,High Quality,13.225999999999999
4810068,Improvement District No. 13 Elk Island,2017,Air Quality (percent high-quality hours),3,High Quality,22.255
4810068,Improvement District No. 13 Elk Island,2018,Air Quality (percent high-quality hours),3,High Quality,25.913999999999998
4810068,Improvement District No. 13 Elk Island,2019,Air Quality (percent high-quality hours),3,High Quality,18.271
4810068,Improvement District No. 13 Elk Island,2020,Air Quality (percent high-quality hours),3,High Quality,14.34
4810068,Improvement District No. 13 Elk Island,2021,Air Quality (percent high-quality hours),3,High Quality,10.606
4810068,Improvement District No. 13 Elk Island,2022,Air Quality (percent high-quality hours),3,High Quality,12.713
4811012,Leduc County,2011,Air Quality (percent high-quality hours),3,High Quality,13.159
4811012,Leduc County,2012,Air Quality (percent high-quality hours),3,High Quality,11.767
4811012,Leduc County,2013,Air Quality (percent high-quality hours),3,High Quality,8.627
4811012,Leduc County,2014,Air Quality (percent high-quality hours),3,High Quality,7.835
4811012,Leduc County,2015,Air Quality (percent high-quality hours),3,High Quality,6.143
4811012,Leduc County,2016,Air Quality (percent high-quality hours),3,High Quality,3.966
4811012,Leduc County,2017,Air Quality (percent high-quality hours),3,High Quality,8.458
4811012,Leduc County,2018,Air Quality (percent high-quality hours),3,High Quality,15.277
4811012,Leduc County,2019,Air Quality (percent high-quality hours),3,High Quality,14.935
4811012,Leduc County,2020,Air Quality (percent high-quality hours),3,High Quality,22.345000000000002
4811012,Leduc County,2021,Air Quality (percent high-quality hours),3,High Quality,19.086
4819009,Beaverlodge,2011,Air Quality (percent high-quality hours),3,High Quality,24.288999999999998
4819009,Beaverlodge,2012,Air Quality (percent high-quality hours),3,High Quality,23.97
4819009,Beaverlodge,2013,Air Quality (percent high-quality hours),3,High Quality,34.38
4819009,Beaverlodge,2014,Air Quality (percent high-quality hours),3,High Quality,36.063
4819009,Beaverlodge,2015,Air Quality (percent high-quality hours),3,High Quality,13.908999999999999
4819009,Beaverlodge,2016,Air Quality (percent high-quality hours),3,High Quality,10.033
4819009,Beaverlodge,2017,Air Quality (percent high-quality hours),3,High Quality,16.093
4819009,Beaverlodge,2018,Air Quality (percent high-quality hours),3,High Quality,21.473
4819009,Beaverlodge,2019,Air Quality (percent high-quality hours),3,High Quality,18.467
4819009,Beaverlodge,2020,Air Quality (percent high-quality hours),3,High Quality,14.987
4819009,Beaverlodge,2021,Air Quality (percent high-quality hours),3,High Quality,15.367
4819009,Beaverlodge,2022,Air Quality (percent high-quality hours),3,High Quality,19.942999999999998
4810058,Lamont County,2011,Air Quality (percent high-quality hours),3,High Quality,33.146
4810058,Lamont County,2012,Air Quality (percent high-quality hours),3,High Quality,19.034000000000002
4810058,Lamont County,2013,Air Quality (percent high-quality hours),3,High Quality,30.714000000000002
4810058,Lamont County,2014,Air Quality (percent high-quality hours),3,High Quality,25.149
4810058,Lamont County,2015,Air Quality (percent high-quality hours),3,High Quality,33.257999999999996
4810058,Lamont County,2016,Air Quality (percent high-quality hours),3,High Quality,18.965
4810058,Lamont County,2017,Air Quality (percent high-quality hours),3,High Quality,23.166999999999998
4810058,Lamont County,2018,Air Quality (percent high-quality hours),3,High Quality,31.689
4810058,Lamont County,2019,Air Quality (percent high-quality hours),3,High Quality,15.553
4810058,Lamont County,2020,Air Quality (percent high-quality hours),3,High Quality,23.252
4810058,Lamont County,2021,Air Quality (percent high-quality hours),3,High Quality,20.294999999999998
4810058,Lamont County,2022,Air Quality (percent high-quality hours),3,High Quality,24.511
4814003,Yellowhead County,2011,Air Quality (percent high-quality hours),3,High Quality,39.181
4814003,Yellowhead County,2012,Air Quality (percent high-quality hours),3,High Quality,28.366000000000003
4814003,Yellowhead County,2013,Air Quality (percent high-quality hours),3,High Quality,25.467000000000002
4814003,Yellowhead County,2014,Air Quality (percent high-quality hours),3,High Quality,28.307
4814003,Yellowhead County,2015,Air Quality (percent high-quality hours),3,High Quality,21.956
4814003,Yellowhead County,2016,Air Quality (percent high-quality hours),3,High Quality,15.197
4814003,Yellowhead County,2017,Air Quality (percent high-quality hours),3,High Quality,19.580000000000002
4814003,Yellowhead County,2018,Air Quality (percent high-quality hours),3,High Quality,30.188
4814003,Yellowhead County,2019,Air Quality (percent high-quality hours),3,High Quality,19.942
4814003,Yellowhead County,2020,Air Quality (percent high-quality hours),3,High Quality,19.525000000000002
4814003,Yellowhead County,2021,Air Quality (percent high-quality hours),3,High Quality,20.648
4814003,Yellowhead County,2022,Air Quality (percent high-quality hours),3,High Quality,20.925
4808011,Red Deer,2011,Air Quality (percent high-quality hours),4,Moderate Quality,14.437
4808011,Red Deer,2012,Air Quality (percent high-quality hours),4,Moderate Quality,7.813000000000001
4808011,Red Deer,2013,Air Quality (percent high-quality hours),4,Moderate Quality,11.175
4808011,Red Deer,2014,Air Quality (percent high-quality hours),4,Moderate Quality,5.009
4808011,Red Deer,2015,Air Quality (percent high-quality hours),4,Moderate Quality,2.809
4808011,Red Deer,2016,Air Quality (percent high-quality hours),4,Moderate Quality,1.2550000000000001
4808011,Red Deer,2017,Air Quality (percent high-quality hours),4,Moderate Quality,2.788
4808011,Red Deer,2018,Air Quality (percent high-quality hours),4,Moderate Quality,9.868
